Book Name,Author,Description,Rating,Number of Reviews,Price,Rank,Genre,Listening Time (minutes)
Quiet Leadership: Six Steps to Transforming Performance at Work,David Rock,"Improving the performance of your employees involves one of the hardest challenges in the known universe: changing the way they think. In constant demand as a coach, speaker, and consultant to companies around the world, David Rock has proven that the secret to leading people (and living and working with them) is found in the space between their ears. ""If people are being paid to think,"" he writes, ""isn't it time the business world found out what the thing doing the work, the brain, is all about?"" Supported by the latest groundbreaking research, Quiet Leadership provides a brain-based approach that will help busy leaders, executives, and managers improve their own and their colleagues' performance. Rock offers a practical, six-step guide to making permanent workplace performance change by unleashing higher productivity, new levels of morale, and greater job satisfaction. ",4.5,196.0,10378.0,3,Analysis & Strategy,417.0
First-Time Mom: Getting Off on the Right Foot from Birth to First Grade,Kevin Leman,"What does it take to rear a firstborn child? Renowned psychologist Kevin Leman educates moms and dads on the essentials of parenting and expounds on the traits that characterize firstborn children so new parents know what to expect. He explains how birth order can influence each stage of development - from infancy on into young adulthood. This audiobook will help first-time parents - especially mothers - adjust to their new situation and role while raising a happy, healthy child.",4.5,30.0,633.0,3,Motherhood,400.0
The Little Book of Behavioral Investing: How Not to Be Your Own Worst Enemy,James Montier,"Little book, big profits....",4.3,174.0,791.0,384,Textbooks & Study Guides,302.0
The Little Book of Behavioral Investing: How Not to Be Your Own Worst Enemy,James Montier,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.3,174.0,791.0,-1,,486.5
Neurosis and Human Growth: The Struggle toward Self-Realization,Karen Horney MD,"One of the most original psychoanalysts after Freud, Karen Horney pioneered such now-familiar concepts as alienation, self-realization, and the idealized image, and she brought to psychoanalysis a new understanding of the importance of culture and environment.",3.9,4.0,759.0,3,Earth Sciences Books,943.0
Behind the Cloud: The Untold Story of How Salesforce.com Went from Idea to Billion-Dollar Company - and Revolutionized an Industry,Marc Benioff,"How did salesforce.com grow from a start-up in a rented apartment into the world's fastest growing software company in less than a decade? Marc Benioff, the visionary founder, chairman, and CEO of salesforce.com, tells how he and his team created and used new business, technology, and philanthropic models tailored to this time of extraordinary change. ",4.5,189.0,668.0,1,Business Management,474.0
The Seep,Chana Porter,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.2,24.0,680.0,-1,,486.5
"Stock Market Investing for Beginners: The Easiest Guide to Learn the Basics of the Stock Market, Start Creating Your Wealth and Pursue Financial Freedom with Proven Strategies",James Johnson,"Are you a beginner who is looking to open a self-directing stock investing account for the first time? If so, that means Stock Market Investing for Beginners is the book you are looking for!",4.4,8.0,501.0,2,Analysis & Strategy,195.0
Out of the Shadows: Understanding Sexual Addiction,Patrick Carnes,"Sex is at the core of our identities. And when it becomes a compulsion, it can unravel our lives. Out of the Shadows is the premier work on this disorder, written by a pioneer in its treatment. Revised and updated to include the latest research - and to address the exploding phenomenon of cybersex addiction - this third edition identifies the danger signs, explains the dynamics, and describes the consequences of sexual addiction and dependency. With practical wisdom and spiritual clarity, it points the way out of the shadows of sexual compulsion and back into the light and fullness of life. ",4.4,369.0,703.0,916,Family & Relationships,377.0
The Guiding Light: A Selection of Quotations from My Favourite Books,A. P. J. Abdul Kalam,"From his schooldays to this day, when he is over eight decades old, Dr Kalam has been a lover of the written word. In The Guiding Light, he chooses the finest examples of writings from the numerous books, religious texts, philosophical tracts and poetry that he has read over the years. These words have impacted and shaped his thinking, helped him in times of need and made him the person he is. He has quoted from these works in his writings and lectures that have inspired millions of people he has met all over the world. ",4.5,30.0,233.0,1,Textbooks & Study Guides,144.0
The Partner,John Grisham,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.4,1478.0,410.0,-1,,486.5
"The Alchemyst: The Secrets of the Immortal Nicholas Flamel, Book 1",Michael Scott,Nicholas Flamel appeared in J.K. Rowling’s Harry Potter - but did you know he really lived? And his secrets aren't safe! Discover the truth in book one of the New York Times best-selling series The Secrets of the Immortal Nicholas Flamel. ,4.6,822.0,1005.0,-1,,486.5
"How to Travel the World for Free: One Man, 150 Days, Eleven Countries, No Money!",Michael Wigge,"The unbelievable feat of traveling 25,000 miles - from Berlin to Antarctica - without any money! Join Michael Wigge as he immerses himself into fascinating subcultures, rides with Amish farmers in old-fashioned buggies, sleeps on the street with the homeless, and, with the help from alternative lifestylers, learns to nourish himself with flowers. Wigge had only three concerns during his travels: How do I get some food? How will I get to my next destination? Where can I sleep? …all without money! This unusual travel diary combines adventure with humor and contains surprising revelations about when money is really needed - and when it's not. A must-listen for every travel and adventure fan!",4.0,9.0,668.0,3,Active & Outdoor,306.0
"How to Travel the World for Free: One Man, 150 Days, Eleven Countries, No Money!",Michael Wigge,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.0,9.0,668.0,-1,,486.5
"The Feynman Lectures on Physics: Volume 2, Advanced Quantum Mechanics",Richard P. Feynman,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",5.0,1.0,938.0,-1,,486.5
"Secret of the Red Arrow: Hardy Boys Adventures, Book 1",Franklin W. Dixon,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.0,28.0,305.0,-1,,486.5
"Calling in ""The One"": 7 Weeks to Attract the Love of Your Life",Katherine Woodward Thomas,"Are you frustrated by stymied relationships, missed connections, and the loneliness of the search for someone to spend the rest of your life with? Are you ready, instead, to find ""The One""? ",4.5,927.0,1005.0,2,Family & Relationships,902.0
"Confucius, Buddha, Jesus, and Muhammad",Mark W. Muesse,"No understanding of human life, individual or collective, could be complete without factoring in the role and contribution of these history-shaping teachers. Now, this 36-lecture series takes you deep into the life stories and legacies of these four iconic figures, revealing the core teachings, and thoughts of each, and shedding light on the historical processes that underlie their phenomenal, enduring impact. ",4.5,268.5,1405.0,80,Textbooks & Study Guides,1136.0
You Are the Placebo Meditation 2: Changing One Belief and Perception,Dr. Joe Dispenza,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.4,132.0,352.0,-1,,486.5
How to Be a High School Superstar: A Revolutionary Plan to Get into College by Standing Out (Without Burning Out),Cal Newport,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.3,102.0,586.0,-1,,486.5
Musashi,Eiji Yoshikawa,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.8,681.0,1758.0,-1,,486.5
Karma Sutra: Cracking the Karmic Code,Hingori,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.2,76.0,501.0,-1,,486.5
Conversations with Friends,Sally Rooney,"Frances is a 21-year-old college student in Dublin; she performs at spoken word events with her best friend and ex-lover, Bobbi. When they are profiled by journalist Melissa, they enter an orbit of beautiful houses and raucous dinner parties. Initially unimpressed, Frances begins an affair with Nick, Melissa's husband, which gives way to an unexpected intimacy. Desperate to reconcile her desires and vulnerabilities of her body, Frances's intellectual certainties begin to yield to something new: a disorienting way of living from moment to moment. ",4.3,2547.0,713.0,3,Contemporary Fiction (Books),513.0
The Making of a Manager: What to Do When Everyone Looks to You,Julie Zhuo,Random House presents the audiobook edition of The Making of a Manager by Julie Zhuo.,4.6,514.0,683.0,1,Analysis & Strategy,452.0
"The Law of Success: Using the Power of Spirit to Create Health, Prosperity, and Happiness",Paramahansa Yogananda,"The faster the world moves, the more important it becomes to slow down and look within for what makes us truly happy. If you measure success by the quality of your life rather than just by material achievements, then the timeless wisdom of this book will speak directly to your heart and soul. For more than 50 years, this classic inspirational guide has helped hundreds of thousands of people to move through obstacles and invite all-round success fully into their lives. ",4.5,82.0,234.0,2,Personal Development & Self-Help,27.0
Catch 22,Joseph Heller,"It’s the closing months of World War II and Yossarian has never been closer to death. Stationed in an American bomber squadron off the coast of Italy, each flight mission introduces him to thousands of people determined to kill him. But the enemy above is not Yossarian’s problem - it is his own army intent on keeping him airborne, and the maddening Catch-22 that allows for no possibility of escape. ",4.2,2424.0,93.0,1,"Crime, Thriller & Mystery (Books)",162.0
A Life of J.R.D. – Beyond the Last Blue Mountain,R M Lala,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.5,268.5,75.0,-1,,486.5
Small Is Beautiful: A Study of Economics as If People Mattered,E. F. Schumacher,Random House presents the audiobook edition of Small Is Beautiful by E. F. Schumacher. ,4.6,171.0,752.0,36,Theory & Philosophy,616.0
How to Be a No-Limit Person,Wayne W. Dyer,"In this breakthrough program, Dr. Wayne Dyer shows you how you can become one of these life-loving, No-Limit People and how, as a No-Limit Person, you can: ",3.9,15.0,1003.0,3,Personal Development & Self-Help,278.0
Leadership and Self-Deception: Getting Out of the Box,The Arbinger Institute,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.6,2.0,668.0,-1,,486.5
The Bromance Book Club,Lyssa Kay Adams,The first rule of book club: You don't talk about book club.,4.4,469.0,1005.0,3,Women's Fiction,549.0
What I Learned Losing a Million Dollars,Jim Paul,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.4,283.0,668.0,-1,,486.5
Camilla Thurlow: Audible Sessions: Free Exclusive Interview,Holly Newson,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.5,268.5,0.0,-1,,486.5
Creative Visualization Meditations,Shakti Gawain,"
By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.
",4.7,516.0,300.0,3,Personal Success,60.0
"Return of a King: The Battle for Afghanistan, 1839-42",William Dalrymple,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.6,546.0,1003.0,-1,,486.5
"Why We Buy, Updated and Revised Edition: The Science of Shopping",Paco Underhill,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.3,263.0,773.0,-1,,486.5
Healing Through Past-Life Regression...and Beyond,Mira Kelley,"In this remarkable audio program, Mira Kelley will guide you through a past-life regression that allows you to experience other lives you have lived, receive emotional and physical healing, discover your life’s purpose, understand your relationships, and receive guidance from your Higher Self. Along the way, Mira demonstrates the extraordinary skills she has shared with the likes of Dr. Wayne W. Dyer and Brian Weiss, M.D. (both of whom have featured her work in their own recent books). Mira also includes meditations, which will aid you in discovering how to restore the health and vitality of your body, awakening your beautiful essence, embracing the unconditional love that Source has for you, and recognizing that you truly deserve to express yourself to the fullest. The result is a powerful experience that will help you manifest your best life yet!",4.3,45.0,468.0,320,Personal Development & Self-Help,101.0
Sorry Not Sorry,Sophie Ranald,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.3,1885.0,645.0,-1,,486.5
The Holy Spirit: Activating God's Power in Your Life,Billy Graham,"Leading evangelist Billy Graham has written an inspiring and thought-provoking work based on his personal quest to understand the most mysterious and difficult aspect of the Trinity. After a discussion with a noted Swiss theologian, Dr. Graham began a study of the Bible to see what is said about the Holy Spirit. As he progressed through his examination, he became concerned by the “misunderstanding and even ignorance in some Christian circles concerning the Third Person of the Trinity.” ",4.8,476.0,844.0,623,Textbooks & Study Guides,642.0
The Incredible Banker,Ravi Subramanian,"A new expat CEO, a bank riddled with losses in its retail banking business, mind-numbing politicking amongst the honchos, aggressive loan sales guys battling the listless credit folks - Greater Boston Global Bank(GB2) seems to be like any other foreign bank. Till it all changes one day when Ronald McCain, CEO of GB2, is hurriedly pulled out of his morning team huddle and summoned by the RBI Governor. What ensues thereon is something Ronald is least prepared for. How could something as catastrophic transpire in an organization considered to be the Mecca of banking? Ronald has no answers. And when the CBI lands up at Deepak Sarup's doors trailing the scent of the same scandal, Ronald decides to distance the bank, leaving Deepak, a senior executive, to fight his own battles. Will Karan, Deepak's onetime adversary and now a journo, bail him out? Will Savitha, his girlfriend, stand by him? And will his family; the CBI and, more importantly, the country believe what he says? With the media and CBI in hot pursuit, Ronald can't help but wonder what his fate has in store for him. ",4.1,85.0,668.0,-1,,486.5
The Incredible Banker,Ravi Subramanian,"A new expat CEO, a bank riddled with losses in its retail banking business, mind-numbing politicking amongst the honchos, aggressive loan sales guys battling the listless credit folks - Greater Boston Global Bank(GB2) seems to be like any other foreign bank. Till it all changes one day when Ronald McCain, CEO of GB2, is hurriedly pulled out of his morning team huddle and summoned by the RBI Governor. What ensues thereon is something Ronald is least prepared for. How could something as catastrophic transpire in an organization considered to be the Mecca of banking? Ronald has no answers. And when the CBI lands up at Deepak Sarup's doors trailing the scent of the same scandal, Ronald decides to distance the bank, leaving Deepak, a senior executive, to fight his own battles. Will Karan, Deepak's onetime adversary and now a journo, bail him out? Will Savitha, his girlfriend, stand by him? And will his family; the CBI and, more importantly, the country believe what he says? With the media and CBI in hot pursuit, Ronald can't help but wonder what his fate has in store for him. ",4.1,85.0,668.0,3,Suspense,513.0
Cybersecurity Program Development for Business: The Essential Planning Guide,Chris Moschovitis,"This essential guide, with its dozens of examples and case studies, breaks down every element of the development and management of a cybersecurity program for the executive. From understanding the need, to core risk management principles, to threats, tools, roles, and responsibilities, this book walks the listener through each step of developing and implementing a cybersecurity program. From beginning to end, it's a thorough overview, but it can also function as a useful reference audiobook as individual questions and difficulties arise.",4.7,15.0,586.0,3,Analysis & Strategy,549.0
Babu Bangladesh!,Numair Atif Choudhury,Shortlisted for the Shakti Bhatt First Book Prize 2019. ,4.3,10.0,836.0,5,Contemporary Fiction (Books),862.0
The Picture of Dorian Gray,Oscar Wilde,Exclusively from Audible ,4.4,3613.0,569.0,3,Classic Literature,515.0
The Porn Myth: Exposing the Reality Behind the Fantasy of Pornography,Matt Fradd,"The Porn Myth is a non-religious response to the commonly held belief that pornography is a harmless or even beneficial pastime. Author Matt Fradd draws on the experience of porn performers and users, and the expertise of neurologists, sociologists, and psychologists to demonstrate that pornography is destructive to individuals, relationships, and society. He provides insightful arguments, supported by the latest scientific research, to discredit the fanciful claims used to defend and promote pornography. ",4.8,104.0,703.0,3,Sexual Abuse & Harassment,345.0
"Mini Habits: Smaller Habits, Bigger Results",Stephen Guise,"One afternoon - after another failed attempt to get motivated to exercise - I (accidentally) started my first mini habit. I initially committed to do one push-up, and it turned into a full workout. I was shocked. This ""stupid idea"" wasn't supposed to work. I was shocked again when my success with this strategy continued for months (and to this day). I had to consider that maybe I wasn't the problem in those 10 years of mediocre results. Maybe it was my prior strategies that were ineffective, despite being oft-repeated as ""the way to change"" in countless books and blogs. ",4.6,1225.0,501.0,-1,,486.5
The Ultimate X-Men,Stan Lee,"This gripping new anthology has over a dozen original tales starring the top-selling mutant heroes, the uncanny X-Men, dealing with their greatest foes, as well as the day-to-day trials of being mutants - trying to protect the world they've sworn to protect, a world that hates them for what they are! ",5.0,3.0,703.0,3,Literature Anthologies,446.0
In Shock,Dr Rana Awdish,"Random House presents the audiobook edition of In Shock by Dr Rana Awdish, read by the author and Teri Schnaubelt.",4.7,404.0,683.0,3,Physician & Patient (Audible Audiobooks & Originals),541.0
Rich Dad Advisors: Stock Market Cash Flow,Andy Tanner,"The audiobook addresses many of the challenges facing stock market investors and the ways many investors use the stock market to achieve their financial and investing goals. The audiobook teaches the principles of the author's ""four pillars of stock market income"" and effectively simplifies these concepts to help investors harness their power and potential.",4.5,214.0,500.0,300,Analysis & Strategy,451.0
Rich Dad Advisors: Stock Market Cash Flow,Andy Tanner,"The audiobook addresses many of the challenges facing stock market investors and the ways many investors use the stock market to achieve their financial and investing goals. The audiobook teaches the principles of the author's ""four pillars of stock market income"" and effectively simplifies these concepts to help investors harness their power and potential.",4.5,214.0,500.0,-1,,486.5
Warbreaker,Brandon Sanderson,"After bursting onto the fantasy scene with his acclaimed debut novel, Elantris, and following up with his blockbuster Mistborn trilogy, Brandon Sanderson proves again that he is today's leading master of what Tolkien called 'secondary creation', the invention of whole worlds, complete with magics and myths all their own. ",4.6,1436.0,987.0,852,Fantasy (Books),1496.0
Infinity Blade: Awakening,Brandon Sanderson,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.3,356.0,586.0,-1,,486.5
All the Bright Places: Movie Tie-In Edition,Jennifer Niven,This New York Times best-selling love story about two teens who find each other while standing on the edge is soon to be a Netflix film starring Elle Fanning and Justice Smith!,4.7,2841.0,1256.0,3,Fiction on Mental Illness for Teens,664.0
Adultery (Hindi Edition),Paulo Coelho,I want to change. I need to change. I'm gradually losing touch with myself. ,3.3,9.0,668.0,3,Contemporary Fiction (Books),458.0
The Fry Chronicles: An Autobiography,Stephen Fry,"Thirteen years ago, Moab Is My Washpot, Stephen Fry’s autobiography of his early years, was published to rave reviews and was a huge best seller. In the years since, Stephen Fry has moved into a completely new stratosphere, both as a public figure, and a private man. Now he is not just a multi-award-winning comedian and actor, but also an author, director, and presenter.",4.4,405.0,1093.0,3,Cinema & Broadcast (Books),749.0
It Happens for a Reason,Preeti Shenoy,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.3,553.0,668.0,-1,,486.5
The Dead Sea Scrolls,Gary A. Rendsburg,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.5,268.5,1171.0,-1,,486.5
The Feast of Roses,Indu Sundaresan,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.5,147.0,937.0,-1,,486.5
Deep Undercover: My Secret Life and Tangled Allegiances as a KGB Spy in America,Jack Barsky,One decision can end everything...or lead to unlikely redemption. ,4.6,316.0,820.0,318,Christianity (Books),652.0
Team Topologies: Organizing Business and Technology Teams for Fast Flow,Matthew Skelton,"Effective software teams are essential for any organization to deliver value continuously and sustainably. But how do you build the best team organization for your specific goals, culture, and needs?",4.6,161.0,668.0,3,Business Management,391.0
"The End of Mental Illness: How Neuroscience Is Transforming Psychiatry and Helping Prevent or Reverse Mood and Anxiety Disorders, ADHD, Addictions, PTSD, Psychosis, Personality Disorders, and More",Daniel G. Amen,"New hope for those suffering from conditions like depression, anxiety, bipolar disorder, addictions, PTSD, ADHD, and more. ",4.7,525.0,1055.0,3,Mental Health (Audible Audiobooks & Originals),817.0
The Marshmallow Test: Mastering Self-Control,Walter Mischel,"Renowned psychologist Walter Mischel, designer of the famous Marshmallow Test, explains what self-control is and how to master it. ",4.4,359.0,603.0,3,Earth Sciences Books,474.0
The End of Everything: (Astrophysically Speaking),Katie Mack,Brought to you by Penguin.,4.7,125.0,888.0,2,Physics (Audible Audiobooks & Originals),381.0
Zen and the Art of Happiness,Chris Prentiss,"Zen and the Art of Happiness is a popular book by Chris Prentiss that has been translated and published in more than 20 countries around the world. According to Chris Prentiss, by training oneself to think and feel in a certain manner, changes can happen in the body, which can go a long way in improving the overall well-being of the person. In this audiobook, he gives valuable insights on how to create a vibrant life for oneself. You will learn: ",4.5,650.0,233.0,1,Psychology (Audible Audiobooks & Originals),137.0
The Acid House,Irvine Welsh,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.3,60.0,615.0,-1,,486.5
What Life Should Mean to You,Alfred Adler,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.4,29.0,516.0,-1,,486.5
What Life Should Mean to You,Alfred Adler,"Adler, along with Freud and Jung, created an entirely new branch of psychology, namely psychoanalysis. What Life Should Mean to You brings his conclusions to a popular audience. It covers adolescence, feelings of superiority and inferiority, the importance of cooperation, work, friendship, love, and marriage.",4.4,29.0,516.0,3,Classic Fiction (Books),325.0
"The AMA Handbook of Project Management, Fifth Edition",Paul C. Dinsmore PMP - editor,"An essential resource presenting state-of-the-art theory and process of project management, The AMA Handbook of Project Management has long been considered the authoritative guide.",4.2,7.0,820.0,3,Analysis & Strategy,1546.0
Gilgamesh: A Novel,Joan London,"
By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.
",4.2,51.0,1171.0,4,Historical Fiction (Books),541.0
Admired: 21 Ways to Double Your Value,Mark C. Thompson,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.2,26.0,352.0,-1,,486.5
Nothing Lasts Forever,Sidney Sheldon,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.4,396.0,1171.0,-1,,486.5
Maximize Your Potential Through the Power of Your Subconscious Mind to Overcome Fear and Worry,Dr. Joseph Murphy,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.5,54.0,938.0,-1,,486.5
Narrative Economics: How Stories Go Viral and Drive Major Economic Events,Robert J. Shiller,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.4,162.0,585.0,-1,,486.5
Fangirl,Rainbow Rowell,"Cath and Wren are identical twins, and until recently they did absolutely everything together. Now they're off to university, and Wren's decided she doesn't want to be one half of a pair any more - she wants to dance, meet boys, go to parties and let loose. It's not so easy for Cath. She's horribly shy and has always buried herself in the fan fiction she writes, where she always knows exactly what to say and can write a romance far more intense than anything she's experienced in real life. ",4.4,2655.0,323.0,1,Fiction on Family for Teens,769.0
Cinderella,Jacob Grimm,"
By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.
",4.5,268.5,65.0,3,Children's Traditional Stories (Books),17.0
Leadership on the Line (Revised): Staying Alive Through the Dangers of Change,Ronald A. Heifetz,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.6,90.0,820.0,-1,,486.5
Leadership on the Line (Revised): Staying Alive Through the Dangers of Change,Ronald A. Heifetz,"To lead is to live dangerously. It's romantic and exciting to think of leadership as all inspiration, decisive action, and rich rewards, but leading requires taking risks that can jeopardize your career and your personal life. It requires putting yourself on the line, disrupting the status quo, and surfacing hidden conflict. And when people resist and push back, there's a strong temptation to play it safe. Those who choose to lead plunge in, take the risks, and sometimes get burned. But it doesn't have to be that way, according to renowned leadership experts Ronald Heifetz and Marty Linsky. In Leadership on the Line, they show how it's possible to make a difference without getting ""taken out"" or pushed aside. They present everyday tools that give equal weight to the dangerous work of leading change and the critical importance of personal survival. Through vivid stories from all walks of life, the authors present straightforward strategies for navigating the perilous straits of leadership. Whether you're a parent or a politician, a CEO or a community activist, this practical book shows how you can exercise leadership and survive and thrive to enjoy the fruits of your labor. ",4.6,90.0,820.0,3,Analysis & Strategy,584.0
"Word Smart, Genius Edition: Building a Phenomenal Vocabulary",Julian Fleisher,"Do you have a proclivity for using sesquipedalian words? Has your prose become ossified because you haven't augmented your vocabulary lately? Here's the perfect, pedagogical solution. Word Smart, Genius Edition teaches more than 150 of the most captivating and challenging words in the English language.  ",4.0,7.0,753.0,5,Linguistics (Audible Audiobooks & Originals),283.0
El ejecutivo al minuto [The One Minute Manager],Kenneth Blanchard,"¿Existe una forma rápida de aumentar la productividad, los beneficios, la satisfacción en el trabajo y el bienestar personal? Sí, y es la que enseña esta obra: un nuevo y revolucionario método de dirección que ya está dando los mejores resultados a altos ejecutivos de grandes empresas de Estados Unidos. Para éstas, las propuestas de Blanchard y Johnson son la solución empresarial a los desafíos de la nueva economía. Esta obra, de lectura fácil y amena, enseña técnicas prácticas de gestión empresarial y muestra cómo métodos aparentemente sencillos resultan de la mayor eficacia. ",4.5,268.5,0.0,-1,",Castilian Spanish",103.0
"The Frequency: Fulfill All Your Wishes by Manifesting with Vibrations: Use the Law of Attraction and Amazing Manifestation Strategies to Attract the Life You Want, Book 1",Linda West,Learn powerful and easy techniques for manifestation mastery. ,4.3,167.0,233.0,1,Christianity (Books),143.0
Casanova,Benedict Cumberbatch,"
By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.
",4.1,14.0,569.0,3,Biographies & Autobiographies (Books),301.0
"Cracking the Tech Career: Insider Advice on Landing a Job at Google, Microsoft, Apple, or any Top Tech Company",Gayle Laakman McDowell,Become the applicant Google can't turn down. ,4.0,69.0,668.0,2,Personal Development & Self-Help,546.0
The Born to Win Seminar,Zig Ziglar,Discover your untapped greatness and how to win at life...in two days flat! ,4.6,419.0,2008.0,3,Personal Development & Self-Help,903.0
Decisive: How to Make Better Choices in Life and Work,Chip Heath,Brought to you by Penguin.,4.6,597.0,888.0,3,Personal Success,549.0
A Dog's Purpose: A novel for humans,W. Bruce Cameron,"This is the remarkable story of one endearing dog's search for his purpose over the course of several lives. More than just another charming dog story, A Dog's Purpose touches on the universal quest for an answer to life's most basic question: why are we here? ",4.7,4575.0,323.0,3,Humorous Fiction,497.0
Uncommon Type: Some Stories,Tom Hanks,Read by two-time Oscar winner Tom Hanks. ,4.2,973.0,752.0,3,Literary Fiction,601.0
The Passion Test: The Effortless Path to Discovering Your Destiny,Janet Attwood," Chris and Janet Attwood wrap fascinating stories of the ups, downs, twists, and turns of living passionately around fun and practical exercises that will have you living your own passionate life by the time you finish this audio program.",4.3,232.0,585.0,-1,,486.5
The Passion Test: The Effortless Path to Discovering Your Destiny,Janet Attwood," Chris and Janet Attwood wrap fascinating stories of the ups, downs, twists, and turns of living passionately around fun and practical exercises that will have you living your own passionate life by the time you finish this audio program.",4.3,232.0,585.0,3,"Mind, Body & Spirit",349.0
Uprooted,Naomi Novik,A dark enchantment blights the land. ,4.6,2804.0,323.0,3,"Myths, Legends & Sagas",1040.0
Good Omens: The BBC Radio 4 dramatisation,Terry Pratchett,Neil Gaiman was the WINNER of the BBC Audio Drama Award 2015 for Outstanding Contribution to Radio Drama ,4.7,6299.0,615.0,324,Fantasy (Books),259.0
Hornblower and the Hotspur,C.S. Forester,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.7,242.0,748.0,-1,,486.5
"The Fifth Season: The Broken Earth, Book 1",N. K. Jemisin,The Fifth Season: Booktrack Edition adds an immersive musical soundtrack to your audiobook listening experience!,4.4,2390.0,500.0,3,Fantasy (Books),927.0
Apni Team ke Leaders ko Viksit Kaise Karen [How to Develop Your Team Leaders],John Maxwell,"It's not enough for a leader to have vision, energy, drive and conviction. If you want to see your dream come to fruition, you must learn how to develop the leaders around you. If you want to be a leader, then you will have to develop a team of successful leaders around you. This book tells how you can make your colleagues and subordinates into leaders.",4.2,56.0,668.0,1,Analysis & Strategy,537.0
Transcendent Kingdom,Yaa Gyasi,Brought to you by Penguin.,4.3,43.0,888.0,1,Family Life Fiction,521.0
Benjamin Franklin Ki Atmakatha (Hindi Edition),Benjamin Franklin,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.2,162.0,668.0,-1,,486.5
Other Colours,Orhan Pamuk,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.5,14.0,759.0,-1,,486.5
